country_name,year,cents_per_lbs,Unnamed: 29
Central African Republic,2003,18.0599,Robustas
"Congo, Dem. Rep. of",2003,5.6111,Other Milds
"Congo, Dem. Rep. of",2003,5.6111,Robustas
"Congo, Rep. of",2003,,Robustas
Côte d'Ivoire,2003,17.7064,Robustas
Ecuador,2003,21.8581,Other Milds
Ecuador,2003,21.8581,Robustas
Gabon,2003,,Robustas
Ghana,2003,,Robustas
Guinea,2003,,Robustas
India,2003,28.5993,Other Milds
India,2003,28.5993,Robustas
Indonesia,2003,16.6091,Brazilian Naturals
Indonesia,2003,16.6091,Robustas
Liberia,2003,,Robustas
Madagascar,2003,55.9203,Other Milds
Madagascar,2003,55.9203,Robustas
Nigeria,2003,,Robustas
Papua New Guinea,2003,17.3053,Other Milds
Papua New Guinea,2003,17.3053,Robustas
Philippines,2003,32.6523,Brazilian Naturals
Philippines,2003,32.6523,Robustas
Sierra Leone,2003,,Robustas
Sri Lanka,2003,,Other Milds
Sri Lanka,2003,,Robustas
Tanzania,2003,6.7245,Colombian Milds
Tanzania,2003,6.7245,Robustas
Thailand,2003,13.2508,Brazilian Naturals
Thailand,2003,13.2508,Robustas
Togo,2003,22.766,Robustas
Trinidad & Tobago,2003,,Robustas
Uganda,2003,20.8085,Other Milds
Uganda,2003,20.8085,Robustas
Vietnam,2003,27.9353,Brazilian Naturals
Vietnam,2003,27.9353,Robustas
© International Coffee Organization,2003,,
Colombia,2004,60.8325,Colombian Milds
Kenya,2004,71.0095,Colombian Milds
Tanzania,2004,26.3711,Colombian Milds
Tanzania,2004,26.3711,Robustas
Bolivia,2004,,Other Milds
Burundi,2004,27.357,Other Milds
Burundi,2004,27.357,Robustas
Cameroon,2004,,Other Milds
Cameroon,2004,,Robustas
"Congo, Dem. Rep. of",2004,,Other Milds
"Congo, Dem. Rep. of",2004,,Robustas
Costa Rica,2004,64.8733,Other Milds
Cuba,2004,70.1784,Other Milds
Dominican Republic,2004,75.6965,Other Milds
Ecuador,2004,51.194,Other Milds
Ecuador,2004,51.194,Robustas
El Salvador,2004,39.3039,Other Milds
Guatemala,2004,66.9099,Other Milds
Haiti,2004,,Other Milds
Honduras,2004,50.232,Other Milds
India,2004,58.3193,Other Milds
India,2004,58.3193,Robustas
Jamaica,2004,185.4223,Other Milds
Madagascar,2004,46.8166,Other Milds
Madagascar,2004,46.8166,Robustas
Malawi,2004,51.6781,Other Milds
Mexico,2004,90.7787,Other Milds
Nicaragua,2004,40.8748,Other Milds
Panama,2004,,Other Milds
Papua New Guinea,2004,41.0979,Other Milds
Papua New Guinea,2004,41.0979,Robustas
Peru,2004,42.4274,Other Milds
Rwanda,2004,29.4574,Other Milds
Sri Lanka,2004,,Other Milds
Sri Lanka,2004,,Robustas
Uganda,2004,35.9874,Other Milds
Uganda,2004,35.9874,Robustas
"Venezuela, Bol. Rep. of",2004,,Other Milds
Zambia,2004,64.4375,Other Milds
Zimbabwe ,2004,,Other Milds
Angola,2004,,Brazilian Naturals
Angola,2004,,Robustas
Brazil,2004,56.3302,Brazilian Naturals
Brazil,2004,56.3302,Robustas
Ethiopia,2004,48.8512,Brazilian Naturals
Indonesia,2004,80.6176,Brazilian Naturals
Indonesia,2004,80.6176,Robustas
Philippines,2004,66.2305,Brazilian Naturals
Philippines,2004,66.2305,Robustas
Thailand,2004,,Brazilian Naturals
Thailand,2004,,Robustas
Vietnam,2004,,Brazilian Naturals
Vietnam,2004,,Robustas
Angola,2004,9.923,Brazilian Naturals
Angola,2004,9.923,Robustas
Benin,2004,,Robustas
Brazil,2004,34.8484,Brazilian Naturals
Brazil,2004,34.8484,Robustas
Burundi,2004,,Other Milds
Burundi,2004,,Robustas
Cameroon,2004,,Other Milds
Cameroon,2004,,Robustas
Central African Republic,2004,20.1724,Robustas
"Congo, Dem. Rep. of",2004,,Other Milds
"Congo, Dem. Rep. of",2004,,Robustas
"Congo, Rep. of",2004,,Robustas
Côte d'Ivoire,2004,14.7655,Robustas
Ecuador,2004,29.7468,Other Milds
Ecuador,2004,29.7468,Robustas
Gabon,2004,,Robustas
Ghana,2004,,Robustas
Guinea,2004,,Robustas
India,2004,30.7952,Other Milds
India,2004,30.7952,Robustas
Indonesia,2004,24.1702,Brazilian Naturals
Indonesia,2004,24.1702,Robustas
Liberia,2004,,Robustas
Madagascar,2004,19.74,Other Milds
Madagascar,2004,19.74,Robustas
Nigeria,2004,,Robustas
Papua New Guinea,2004,22.1559,Other Milds
Papua New Guinea,2004,22.1559,Robustas
Philippines,2004,31.8862,Brazilian Naturals
Philippines,2004,31.8862,Robustas
Sierra Leone,2004,,Robustas
Sri Lanka,2004,,Other Milds
Sri Lanka,2004,,Robustas
Tanzania,2004,7.553,Colombian Milds
Tanzania,2004,7.553,Robustas
Thailand,2004,12.8279,Brazilian Naturals
Thailand,2004,12.8279,Robustas
Togo,2004,21.9065,Robustas
Trinidad & Tobago,2004,,Robustas
Uganda,2004,26.2624,Other Milds
Uganda,2004,26.2624,Robustas
Vietnam,2004,26.0012,Brazilian Naturals
Vietnam,2004,26.0012,Robustas
© International Coffee Organization,2004,,
Colombia,2005,89.2214,Colombian Milds
Kenya,2005,,Colombian Milds
Tanzania,2005,43.6924,Colombian Milds
Tanzania,2005,43.6924,Robustas
Bolivia,2005,,Other Milds
Burundi,2005,42.9285,Other Milds
Burundi,2005,42.9285,Robustas
Cameroon,2005,,Other Milds
Cameroon,2005,,Robustas
"Congo, Dem. Rep. of",2005,,Other Milds
"Congo, Dem. Rep. of",2005,,Robustas
Costa Rica,2005,83.4296,Other Milds
Cuba,2005,70.7141,Other Milds
Dominican Republic,2005,87.9156,Other Milds
Ecuador,2005,91.6233,Other Milds
Ecuador,2005,91.6233,Robustas
El Salvador,2005,67.097,Other Milds
Guatemala,2005,92.4642,Other Milds
Haiti,2005,,Other Milds
Honduras,2005,78.6893,Other Milds
India,2005,96.5255,Other Milds
India,2005,96.5255,Robustas
Jamaica,2005,244.6888,Other Milds
Madagascar,2005,50.8012,Other Milds
Madagascar,2005,50.8012,Robustas
Malawi,2005,83.7134,Other Milds
Mexico,2005,139.0296,Other Milds
Nicaragua,2005,52.8824,Other Milds
Panama,2005,,Other Milds
Papua New Guinea,2005,62.2599,Other Milds
Papua New Guinea,2005,62.2599,Robustas
Peru,2005,69.4699,Other Milds
Rwanda,2005,46.245,Other Milds
Sri Lanka,2005,,Other Milds
Sri Lanka,2005,,Robustas
Uganda,2005,57.8593,Other Milds
Uganda,2005,57.8593,Robustas
"Venezuela, Bol. Rep. of",2005,,Other Milds
Zambia,2005,87.176,Other Milds
Zimbabwe ,2005,,Other Milds
Angola,2005,,Brazilian Naturals
Angola,2005,,Robustas
Brazil,2005,87.09,Brazilian Naturals
Brazil,2005,87.09,Robustas
Ethiopia,2005,64.2276,Brazilian Naturals
Indonesia,2005,117.0379,Brazilian Naturals
Indonesia,2005,117.0379,Robustas
Philippines,2005,79.9997,Brazilian Naturals
Philippines,2005,79.9997,Robustas
Thailand,2005,,Brazilian Naturals
Thailand,2005,,Robustas
Vietnam,2005,,Brazilian Naturals
Vietnam,2005,,Robustas
Angola,2005,10.4187,Brazilian Naturals
Angola,2005,10.4187,Robustas
Benin,2005,,Robustas
Brazil,2005,46.4667,Brazilian Naturals
Brazil,2005,46.4667,Robustas
Burundi,2005,,Other Milds
Burundi,2005,,Robustas
Cameroon,2005,,Other Milds
Cameroon,2005,,Robustas
Central African Republic,2005,,Robustas
"Congo, Dem. Rep. of",2005,,Other Milds
"Congo, Dem. Rep. of",2005,,Robustas
"Congo, Rep. of",2005,,Robustas
Côte d'Ivoire,2005,11.2288,Robustas
Ecuador,2005,50.9623,Other Milds
Ecuador,2005,50.9623,Robustas
Gabon,2005,,Robustas
Ghana,2005,,Robustas
Guinea,2005,,Robustas
India,2005,52.4173,Other Milds
India,2005,52.4173,Robustas
Indonesia,2005,34.2061,Brazilian Naturals
Indonesia,2005,34.2061,Robustas
Liberia,2005,,Robustas
Madagascar,2005,30.2388,Other Milds
Madagascar,2005,30.2388,Robustas
Nigeria,2005,,Robustas
Papua New Guinea,2005,24.3033,Other Milds
Papua New Guinea,2005,24.3033,Robustas
Philippines,2005,41.6909,Brazilian Naturals
Philippines,2005,41.6909,Robustas
Sierra Leone,2005,,Robustas
Sri Lanka,2005,,Other Milds
Sri Lanka,2005,,Robustas
Tanzania,2005,14.2734,Colombian Milds
Tanzania,2005,14.2734,Robustas
Thailand,2005,18.3203,Brazilian Naturals
Thailand,2005,18.3203,Robustas
Togo,2005,27.9158,Robustas
Trinidad & Tobago,2005,,Robustas
Uganda,2005,40.8231,Other Milds
Uganda,2005,40.8231,Robustas
Vietnam,2005,35.8985,Brazilian Naturals
Vietnam,2005,35.8985,Robustas
© International Coffee Organization,2005,,
Colombia,2006,89.8083,Colombian Milds
Kenya,2006,,Colombian Milds
Tanzania,2006,42.7651,Colombian Milds
Tanzania,2006,42.7651,Robustas
Bolivia,2006,,Other Milds
Burundi,2006,63.4535,Other Milds
Burundi,2006,63.4535,Robustas
Cameroon,2006,,Other Milds
Cameroon,2006,,Robustas
"Congo, Dem. Rep. of",2006,,Other Milds
"Congo, Dem. Rep. of",2006,,Robustas
Costa Rica,2006,89.2238,Other Milds
Cuba,2006,70.7141,Other Milds
Dominican Republic,2006,86.2942,Other Milds
Ecuador,2006,92.445,Other Milds
Ecuador,2006,92.445,Robustas
El Salvador,2006,67.4926,Other Milds
Guatemala,2006,91.1947,Other Milds
Haiti,2006,,Other Milds
Honduras,2006,80.8164,Other Milds
India,2006,95.8634,Other Milds
India,2006,95.8634,Robustas
Jamaica,2006,354.8887,Other Milds
Madagascar,2006,,Other Milds
Madagascar,2006,,Robustas
Malawi,2006,84.5843,Other Milds
Mexico,2006,85.4966,Other Milds
Nicaragua,2006,58.6579,Other Milds
Panama,2006,,Other Milds
Papua New Guinea,2006,71.284,Other Milds
Papua New Guinea,2006,71.284,Robustas
Peru,2006,,Other Milds
Rwanda,2006,,Other Milds
Sri Lanka,2006,,Other Milds
Sri Lanka,2006,,Robustas
Uganda,2006,55.3373,Other Milds
Uganda,2006,55.3373,Robustas
"Venezuela, Bol. Rep. of",2006,,Other Milds
Zambia,2006,100.1823,Other Milds
Zimbabwe ,2006,,Other Milds
Angola,2006,,Brazilian Naturals
Angola,2006,,Robustas
Brazil,2006,87.0178,Brazilian Naturals
Brazil,2006,87.0178,Robustas
Ethiopia,2006,58.3172,Brazilian Naturals
Indonesia,2006,107.5163,Brazilian Naturals
Indonesia,2006,107.5163,Robustas
Philippines,2006,61.5072,Brazilian Naturals
Philippines,2006,61.5072,Robustas
Thailand,2006,,Brazilian Naturals
Thailand,2006,,Robustas
Vietnam,2006,,Brazilian Naturals
Vietnam,2006,,Robustas
Angola,2006,12.9824,Brazilian Naturals
Angola,2006,12.9824,Robustas
Benin,2006,,Robustas
Brazil,2006,62.0285,Brazilian Naturals
Brazil,2006,62.0285,Robustas
Burundi,2006,,Other Milds
Burundi,2006,,Robustas
Cameroon,2006,,Other Milds
Cameroon,2006,,Robustas
Central African Republic,2006,,Robustas
"Congo, Dem. Rep. of",2006,,Other Milds
"Congo, Dem. Rep. of",2006,,Robustas
"Congo, Rep. of",2006,,Robustas
Côte d'Ivoire,2006,27.9899,Robustas
Ecuador,2006,53.7258,Other Milds
Ecuador,2006,53.7258,Robustas
Gabon,2006,,Robustas
Ghana,2006,,Robustas
Guinea,2006,,Robustas
India,2006,61.3522,Other Milds
India,2006,61.3522,Robustas
Indonesia,2006,52.4731,Brazilian Naturals
Indonesia,2006,52.4731,Robustas
Liberia,2006,,Robustas
Madagascar,2006,41.7147,Other Milds
Madagascar,2006,41.7147,Robustas
Nigeria,2006,,Robustas
Papua New Guinea,2006,32.8919,Other Milds
Papua New Guinea,2006,32.8919,Robustas
Philippines,2006,55.3165,Brazilian Naturals
Philippines,2006,55.3165,Robustas
Sierra Leone,2006,,Robustas
Sri Lanka,2006,,Other Milds
Sri Lanka,2006,,Robustas
Tanzania,2006,21.4463,Colombian Milds
Tanzania,2006,21.4463,Robustas
Thailand,2006,46.5464,Brazilian Naturals
Thailand,2006,46.5464,Robustas
Togo,2006,44.7165,Robustas
Trinidad & Tobago,2006,,Robustas
Uganda,2006,47.0192,Other Milds
Uganda,2006,47.0192,Robustas
Vietnam,2006,54.5026,Brazilian Naturals
Vietnam,2006,54.5026,Robustas
© International Coffee Organization,2006,,
Colombia,2007,100.0535,Colombian Milds
Kenya,2007,,Colombian Milds
Tanzania,2007,59.7769,Colombian Milds
Tanzania,2007,59.7769,Robustas
Bolivia,2007,,Other Milds
Burundi,2007,80.3535,Other Milds
Burundi,2007,80.3535,Robustas
Cameroon,2007,80.1917,Other Milds
Cameroon,2007,80.1917,Robustas
"Congo, Dem. Rep. of",2007,,Other Milds
"Congo, Dem. Rep. of",2007,,Robustas
Costa Rica,2007,98.6447,Other Milds
Cuba,2007,47.1428,Other Milds
Dominican Republic,2007,87.1283,Other Milds
Ecuador,2007,110.5232,Other Milds
Ecuador,2007,110.5232,Robustas
El Salvador,2007,75.2353,Other Milds
Guatemala,2007,98.312,Other Milds
Haiti,2007,,Other Milds
Honduras,2007,81.632,Other Milds
India,2007,108.0306,Other Milds
India,2007,108.0306,Robustas
Jamaica,2007,343.0594,Other Milds
Madagascar,2007,,Other Milds
Madagascar,2007,,Robustas
Malawi,2007,80.358,Other Milds
Mexico,2007,90.9075,Other Milds
Nicaragua,2007,64.3645,Other Milds
Panama,2007,,Other Milds
Papua New Guinea,2007,76.6883,Other Milds
Papua New Guinea,2007,76.6883,Robustas
Peru,2007,,Other Milds
Rwanda,2007,,Other Milds
Sri Lanka,2007,,Other Milds
Sri Lanka,2007,,Robustas
Uganda,2007,65.0071,Other Milds
Uganda,2007,65.0071,Robustas
"Venezuela, Bol. Rep. of",2007,,Other Milds
Zambia,2007,106.4471,Other Milds
Zimbabwe ,2007,,Other Milds
Angola,2007,,Brazilian Naturals
Angola,2007,,Robustas
Brazil,2007,98.2955,Brazilian Naturals
Brazil,2007,98.2955,Robustas
Ethiopia,2007,69.829,Brazilian Naturals
Indonesia,2007,117.9882,Brazilian Naturals
Indonesia,2007,117.9882,Robustas
Philippines,2007,81.3725,Brazilian Naturals
Philippines,2007,81.3725,Robustas
Thailand,2007,,Brazilian Naturals
Thailand,2007,,Robustas
Vietnam,2007,,Brazilian Naturals
Vietnam,2007,,Robustas
Angola,2007,36.0524,Brazilian Naturals
Angola,2007,36.0524,Robustas
Benin,2007,,Robustas
Brazil,2007,78.9409,Brazilian Naturals
Brazil,2007,78.9409,Robustas
Burundi,2007,,Other Milds
Burundi,2007,,Robustas
Cameroon,2007,55.1318,Other Milds
Cameroon,2007,55.1318,Robustas
Central African Republic,2007,45.3414,Robustas
"Congo, Dem. Rep. of",2007,,Other Milds
"Congo, Dem. Rep. of",2007,,Robustas
"Congo, Rep. of",2007,,Robustas
Côte d'Ivoire,2007,32.8384,Robustas
Ecuador,2007,64.9046,Other Milds
Ecuador,2007,64.9046,Robustas
Gabon,2007,,Robustas
Ghana,2007,,Robustas
Guinea,2007,,Robustas
India,2007,79.3802,Other Milds
India,2007,79.3802,Robustas
Indonesia,2007,55.8043,Brazilian Naturals
Indonesia,2007,55.8043,Robustas
Liberia,2007,,Robustas
Madagascar,2007,69.5695,Other Milds
Madagascar,2007,69.5695,Robustas
Nigeria,2007,,Robustas
Papua New Guinea,2007,23.9073,Other Milds
Papua New Guinea,2007,23.9073,Robustas
Philippines,2007,74.4775,Brazilian Naturals
Philippines,2007,74.4775,Robustas
Sierra Leone,2007,,Robustas
Sri Lanka,2007,,Other Milds
Sri Lanka,2007,,Robustas
Tanzania,2007,21.3788,Colombian Milds
Tanzania,2007,21.3788,Robustas
Thailand,2007,64.6742,Brazilian Naturals
Thailand,2007,64.6742,Robustas
Togo,2007,56.7223,Robustas
Trinidad & Tobago,2007,,Robustas
Uganda,2007,55.8766,Other Milds
Uganda,2007,55.8766,Robustas
Vietnam,2007,71.1417,Brazilian Naturals
Vietnam,2007,71.1417,Robustas
© International Coffee Organization,2007,,
Colombia,2008,114.2209,Colombian Milds
Kenya,2008,,Colombian Milds
Tanzania,2008,63.3829,Colombian Milds
Tanzania,2008,63.3829,Robustas
Bolivia,2008,,Other Milds
Burundi,2008,86.1923,Other Milds
Burundi,2008,86.1923,Robustas
Cameroon,2008,79.1296,Other Milds
Cameroon,2008,79.1296,Robustas
"Congo, Dem. Rep. of",2008,,Other Milds
"Congo, Dem. Rep. of",2008,,Robustas
Costa Rica,2008,106.1749,Other Milds
Cuba,2008,70.7141,Other Milds
Dominican Republic,2008,101.4508,Other Milds
Ecuador,2008,145.036,Other Milds
Ecuador,2008,145.036,Robustas
El Salvador,2008,86.0511,Other Milds
Guatemala,2008,111.0286,Other Milds
Haiti,2008,,Other Milds
Honduras,2008,90.5567,Other Milds
India,2008,121.6958,Other Milds
India,2008,121.6958,Robustas
Jamaica,2008,348.4808,Other Milds
Madagascar,2008,,Other Milds
Madagascar,2008,,Robustas
Malawi,2008,76.2341,Other Milds
Mexico,2008,106.0489,Other Milds
Nicaragua,2008,71.0228,Other Milds
Panama,2008,,Other Milds
Papua New Guinea,2008,111.7771,Other Milds
Papua New Guinea,2008,111.7771,Robustas
Peru,2008,,Other Milds
Rwanda,2008,,Other Milds
Sri Lanka,2008,,Other Milds
Sri Lanka,2008,,Robustas
Uganda,2008,73.3181,Other Milds
Uganda,2008,73.3181,Robustas
"Venezuela, Bol. Rep. of",2008,,Other Milds
Zambia,2008,126.7021,Other Milds
Zimbabwe ,2008,,Other Milds
Angola,2008,,Brazilian Naturals
Angola,2008,,Robustas
Brazil,2008,109.2581,Brazilian Naturals
Brazil,2008,109.2581,Robustas
Ethiopia,2008,71.7101,Brazilian Naturals
Indonesia,2008,,Brazilian Naturals
Indonesia,2008,,Robustas
Philippines,2008,95.5242,Brazilian Naturals
Philippines,2008,95.5242,Robustas
Thailand,2008,,Brazilian Naturals
Thailand,2008,,Robustas
Vietnam,2008,,Brazilian Naturals
Vietnam,2008,,Robustas
Angola,2008,42.3165,Brazilian Naturals
Angola,2008,42.3165,Robustas
Benin,2008,,Robustas
Brazil,2008,91.5772,Brazilian Naturals
Brazil,2008,91.5772,Robustas
Burundi,2008,,Other Milds
Burundi,2008,,Robustas
Cameroon,2008,52.5448,Other Milds
Cameroon,2008,52.5448,Robustas
Central African Republic,2008,45.6902,Robustas
"Congo, Dem. Rep. of",2008,,Other Milds
"Congo, Dem. Rep. of",2008,,Robustas
"Congo, Rep. of",2008,,Robustas
Côte d'Ivoire,2008,51.8569,Robustas
Ecuador,2008,79.2587,Other Milds
Ecuador,2008,79.2587,Robustas
Gabon,2008,,Robustas
Ghana,2008,,Robustas
Guinea,2008,,Robustas
India,2008,96.1168,Other Milds
India,2008,96.1168,Robustas
Indonesia,2008,,Brazilian Naturals
Indonesia,2008,,Robustas
Liberia,2008,,Robustas
Madagascar,2008,,Other Milds
Madagascar,2008,,Robustas
Nigeria,2008,,Robustas
Papua New Guinea,2008,34.8969,Other Milds
Papua New Guinea,2008,34.8969,Robustas
Philippines,2008,88.332,Brazilian Naturals
Philippines,2008,88.332,Robustas
Sierra Leone,2008,,Robustas
Sri Lanka,2008,,Other Milds
Sri Lanka,2008,,Robustas
Tanzania,2008,35.3223,Colombian Milds
Tanzania,2008,35.3223,Robustas
Thailand,2008,83.75,Brazilian Naturals
Thailand,2008,83.75,Robustas
Togo,2008,76.9358,Robustas
Trinidad & Tobago,2008,,Robustas
Uganda,2008,71.0945,Other Milds
Uganda,2008,71.0945,Robustas
Vietnam,2008,89.1498,Brazilian Naturals
Vietnam,2008,89.1498,Robustas
© International Coffee Organization,2008,,
Colombia,2009,138.9551,Colombian Milds
Kenya,2009,,Colombian Milds
Tanzania,2009,,Colombian Milds
Tanzania,2009,,Robustas
Bolivia,2009,,Other Milds
Burundi,2009,85.6816,Other Milds
Burundi,2009,85.6816,Robustas
Cameroon,2009,66.0498,Other Milds
Cameroon,2009,66.0498,Robustas
"Congo, Dem. Rep. of",2009,,Other Milds
"Congo, Dem. Rep. of",2009,,Robustas
Costa Rica,2009,106.8847,Other Milds
Cuba,2009,70.7141,Other Milds
Dominican Republic,2009,106.0351,Other Milds
Ecuador,2009,147.0903,Other Milds
Ecuador,2009,147.0903,Robustas
El Salvador,2009,79.1937,Other Milds
Guatemala,2009,109.643,Other Milds
Haiti,2009,,Other Milds
Honduras,2009,83.7151,Other Milds
India,2009,136.8872,Other Milds
India,2009,136.8872,Robustas
Jamaica,2009,295.9686,Other Milds
Madagascar,2009,,Other Milds
Madagascar,2009,,Robustas
Malawi,2009,91.3144,Other Milds
Mexico,2009,,Other Milds
Nicaragua,2009,71.0177,Other Milds
Panama,2009,,Other Milds
Papua New Guinea,2009,72.7461,Other Milds
Papua New Guinea,2009,72.7461,Robustas
Peru,2009,,Other Milds
Rwanda,2009,,Other Milds
Sri Lanka,2009,,Other Milds
Sri Lanka,2009,,Robustas
Uganda,2009,60.5449,Other Milds
Uganda,2009,60.5449,Robustas
"Venezuela, Bol. Rep. of",2009,,Other Milds
Zambia,2009,116.5411,Other Milds
Zimbabwe ,2009,,Other Milds
Angola,2009,,Brazilian Naturals
Angola,2009,,Robustas
Brazil,2009,100.7993,Brazilian Naturals
Brazil,2009,100.7993,Robustas
Ethiopia,2009,77.0621,Brazilian Naturals
Indonesia,2009,,Brazilian Naturals
Indonesia,2009,,Robustas
Philippines,2009,,Brazilian Naturals
Philippines,2009,,Robustas
Thailand,2009,,Brazilian Naturals
Thailand,2009,,Robustas
Vietnam,2009,,Brazilian Naturals
Vietnam,2009,,Robustas
Angola,2009,40.1402,Brazilian Naturals
Angola,2009,40.1402,Robustas
Benin,2009,,Robustas
Brazil,2009,73.4234,Brazilian Naturals
Brazil,2009,73.4234,Robustas
Burundi,2009,,Other Milds
Burundi,2009,,Robustas
Cameroon,2009,37.7428,Other Milds
Cameroon,2009,37.7428,Robustas
Central African Republic,2009,43.5931,Robustas
"Congo, Dem. Rep. of",2009,,Other Milds
"Congo, Dem. Rep. of",2009,,Robustas
"Congo, Rep. of",2009,,Robustas
Côte d'Ivoire,2009,37.5209,Robustas
Ecuador,2009,77.9858,Other Milds
Ecuador,2009,77.9858,Robustas
Gabon,2009,91.9579,Robustas
Ghana,2009,,Robustas
Guinea,2009,,Robustas
India,2009,73.1278,Other Milds
India,2009,73.1278,Robustas
Indonesia,2009,,Brazilian Naturals
Indonesia,2009,,Robustas
Liberia,2009,,Robustas
Madagascar,2009,,Other Milds
Madagascar,2009,,Robustas
Nigeria,2009,,Robustas
Papua New Guinea,2009,27.5747,Other Milds
Papua New Guinea,2009,27.5747,Robustas
Philippines,2009,69.3786,Brazilian Naturals
Philippines,2009,69.3786,Robustas
Sierra Leone,2009,,Robustas
Sri Lanka,2009,,Other Milds
Sri Lanka,2009,,Robustas
Tanzania,2009,,Colombian Milds
Tanzania,2009,,Robustas
Thailand,2009,90.4789,Brazilian Naturals
Thailand,2009,90.4789,Robustas
Togo,2009,44.7102,Robustas
Trinidad & Tobago,2009,,Robustas
Uganda,2009,49.0312,Other Milds
Uganda,2009,49.0312,Robustas
Vietnam,2009,65.5202,Brazilian Naturals
Vietnam,2009,65.5202,Robustas
© International Coffee Organization,2009,,
Colombia,2010,180.5484,Colombian Milds
Kenya,2010,,Colombian Milds
Tanzania,2010,,Colombian Milds
Tanzania,2010,,Robustas
Bolivia,2010,,Other Milds
Burundi,2010,85.6928,Other Milds
Burundi,2010,85.6928,Robustas
Cameroon,2010,,Other Milds
Cameroon,2010,,Robustas
"Congo, Dem. Rep. of",2010,,Other Milds
"Congo, Dem. Rep. of",2010,,Robustas
Costa Rica,2010,139.8577,Other Milds
Cuba,2010,70.7141,Other Milds
Dominican Republic,2010,139.1288,Other Milds
Ecuador,2010,161.8815,Other Milds
Ecuador,2010,161.8815,Robustas
El Salvador,2010,109.8806,Other Milds
Guatemala,2010,144.7711,Other Milds
Haiti,2010,,Other Milds
Honduras,2010,125.1588,Other Milds
India,2010,151.0778,Other Milds
India,2010,151.0778,Robustas
Jamaica,2010,286.8197,Other Milds
Madagascar,2010,,Other Milds
Madagascar,2010,,Robustas
Malawi,2010,96.3484,Other Milds
Mexico,2010,,Other Milds
Nicaragua,2010,78.5382,Other Milds
Panama,2010,,Other Milds
Papua New Guinea,2010,94.8925,Other Milds
Papua New Guinea,2010,94.8925,Robustas
Peru,2010,,Other Milds
Rwanda,2010,,Other Milds
Sri Lanka,2010,,Other Milds
Sri Lanka,2010,,Robustas
Uganda,2010,87.2302,Other Milds
Uganda,2010,87.2302,Robustas
"Venezuela, Bol. Rep. of",2010,,Other Milds
Zambia,2010,120.1508,Other Milds
Zimbabwe ,2010,,Other Milds
Angola,2010,,Brazilian Naturals
Angola,2010,,Robustas
Brazil,2010,133.9954,Brazilian Naturals
Brazil,2010,133.9954,Robustas
Ethiopia,2010,85.4598,Brazilian Naturals
Indonesia,2010,,Brazilian Naturals
Indonesia,2010,,Robustas
Philippines,2010,,Brazilian Naturals
Philippines,2010,,Robustas
Thailand,2010,,Brazilian Naturals
Thailand,2010,,Robustas
Vietnam,2010,,Brazilian Naturals
Vietnam,2010,,Robustas
Angola,2010,44.3889,Brazilian Naturals
Angola,2010,44.3889,Robustas
Benin,2010,,Robustas
Brazil,2010,74.2175,Brazilian Naturals
Brazil,2010,74.2175,Robustas
Burundi,2010,,Other Milds
Burundi,2010,,Robustas
Cameroon,2010,,Other Milds
Cameroon,2010,,Robustas
Central African Republic,2010,51.3974,Robustas
"Congo, Dem. Rep. of",2010,,Other Milds
"Congo, Dem. Rep. of",2010,,Robustas
"Congo, Rep. of",2010,,Robustas
Côte d'Ivoire,2010,22.4929,Robustas
